name,episodes,av_rating,members,rating,user_id
Ai Yori Aoshi,24,7.24,66597,-1,71
Rozen Maiden,12,7.57,128688,7,7
Witch Hunter Robin,26,7.36,64905,10,35
Rozen Maiden: Tr?umend,12,7.78,72645,-1,24
Mobile Suit Gundam Wing,49,7.87,86001,8,53
Trinity Blood,24,7.44,113791,7,24
Trinity Blood,24,7.44,113791,7,62
Naruto,220,7.81,683297,10,16
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,31
Naruto,220,7.81,683297,7,17
Blue Gender,26,7.13,40581,4,75
Naruto,220,7.81,683297,10,59
Full Metal Panic!,24,7.81,256325,6,24
School Rumble,26,8.06,178553,7,58
Trigun,26,8.32,283069,8,8
Naruto,220,7.81,683297,7,16
Naruto,220,7.81,683297,8,86
Shuffle!,24,7.31,158772,-1,97
Black Cat,23,7.52,150512,9,1
Naruto,220,7.81,683297,8,9
Cowboy Bebop,26,8.82,486824,10,82
Mai-HiME,26,7.59,76492,8,91
Texhnolyze,22,7.78,95859,-1,46
Neon Genesis Evangelion,26,8.32,461946,10,84
Azumanga Daioh,26,8.06,170901,8,10
Rozen Maiden: Tr?umend,12,7.78,72645,7,80
Naruto,220,7.81,683297,6,86
Neon Genesis Evangelion,26,8.32,461946,8,32
Full Metal Panic!,24,7.81,256325,8,16
Cowboy Bebop,26,8.82,486824,7,38
Rozen Maiden: Tr?umend,12,7.78,72645,8,42
Neon Genesis Evangelion,26,8.32,461946,10,19
Basilisk: Kouga Ninpou Chou,24,7.68,98144,10,35
Mai-HiME,26,7.59,76492,8,69
School Rumble,26,8.06,178553,-1,84
Rozen Maiden: Tr?umend,12,7.78,72645,7,78
Sunabouzu,24,7.55,65516,4,95
Mobile Suit Gundam,43,7.89,51566,8,9
Naruto,220,7.81,683297,10,4
Neon Genesis Evangelion,26,8.32,461946,-1,54
Basilisk: Kouga Ninpou Chou,24,7.68,98144,6,50
Trinity Blood,24,7.44,113791,6,18
Naruto,220,7.81,683297,10,21
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,9,59
Neon Genesis Evangelion,26,8.32,461946,8,43
Cowboy Bebop,26,8.82,486824,10,77
Full Metal Panic? Fumoffu,12,8.21,171086,7,87
Neon Genesis Evangelion,26,8.32,461946,10,63
Full Metal Panic? Fumoffu,12,8.21,171086,-1,41
Chobits,26,7.57,266846,10,19
Witch Hunter Robin,26,7.36,64905,10,53
Mobile Fighter G Gundam,49,7.62,36338,10,2
Beck,26,8.4,148328,10,75
Full Metal Panic? Fumoffu,12,8.21,171086,10,21
Cowboy Bebop,26,8.82,486824,10,66
DearS,12,6.8,91037,6,43
School Rumble,26,8.06,178553,8,94
Naruto,220,7.81,683297,10,63
Naruto,220,7.81,683297,9,19
Hungry Heart: Wild Striker,52,7.74,13469,9,69
DearS,12,6.8,91037,5,75
Cowboy Bebop,26,8.82,486824,8,25
Naruto,220,7.81,683297,10,3
Basilisk: Kouga Ninpou Chou,24,7.68,98144,9,14
Naruto,220,7.81,683297,9,21
Naruto,220,7.81,683297,7,80
School Rumble,26,8.06,178553,10,43
Chobits,26,7.57,266846,5,98
Chobits,26,7.57,266846,8,97
Monster,74,8.72,247562,9,16
Cowboy Bebop,26,8.82,486824,9,83
Naruto,220,7.81,683297,7,42
Hachimitsu to Clover,24,8.18,130646,-1,19
Naruto,220,7.81,683297,7,77
Full Metal Panic! The Second Raid,13,8.06,155340,7,46
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,96
DearS,12,6.8,91037,9,63
Naruto,220,7.81,683297,6,28
Gakuen Alice,26,7.8,52995,-1,63
Texhnolyze,22,7.78,95859,5,12
Mobile Suit Zeta Gundam,50,8.03,28959,8,57
Chobits,26,7.57,266846,7,50
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,7
Shuffle!,24,7.31,158772,6,84
Trigun,26,8.32,283069,10,73
Soukyuu no Fafner: Dead Aggressor,25,7.38,27516,10,97
Cowboy Bebop,26,8.82,486824,6,21
Neon Genesis Evangelion,26,8.32,461946,8,23
Beck,26,8.4,148328,9,46
Shuffle!,24,7.31,158772,7,55
Full Metal Panic!,24,7.81,256325,9,51
Mobile Suit Gundam ZZ,47,6.81,17517,7,32
Trigun,26,8.32,283069,7,25
Neon Genesis Evangelion,26,8.32,461946,7,36
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,63
Mobile Suit Gundam Seed Destiny,50,7.36,65896,10,92
Beet the Vandel Buster,52,7.06,9848,-1,16
Last Exile,26,7.94,104193,9,70
Black Cat,23,7.52,150512,-1,48
Cowboy Bebop,26,8.82,486824,-1,97
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,-1,26
School Rumble,26,8.06,178553,9,57
Sunabouzu,24,7.55,65516,7,8
Full Metal Panic!,24,7.81,256325,10,22
Chobits,26,7.57,266846,8,64
Naruto,220,7.81,683297,7,55
Full Metal Panic? Fumoffu,12,8.21,171086,5,29
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,72
Aa! Megami-sama! (TV),24,7.45,96694,6,40
School Rumble,26,8.06,178553,9,33
Full Metal Panic? Fumoffu,12,8.21,171086,10,8
Neon Genesis Evangelion,26,8.32,461946,6,86
School Rumble,26,8.06,178553,8,14
Naruto,220,7.81,683297,9,83
Cowboy Bebop,26,8.82,486824,10,35
Basilisk: Kouga Ninpou Chou,24,7.68,98144,7,74
D.N.Angel,26,7.35,126914,9,41
Hachimitsu to Clover,24,8.18,130646,8,29
Neon Genesis Evangelion,26,8.32,461946,-1,60
Hachimitsu to Clover,24,8.18,130646,-1,61
Trigun,26,8.32,283069,9,18
Naruto,220,7.81,683297,10,39
Full Metal Panic? Fumoffu,12,8.21,171086,-1,13
Neon Genesis Evangelion,26,8.32,461946,-1,76
Full Metal Panic!,24,7.81,256325,9,92
Naruto,220,7.81,683297,9,19
School Rumble,26,8.06,178553,9,51
Monster,74,8.72,247562,9,53
Neon Genesis Evangelion,26,8.32,461946,8,35
Trigun,26,8.32,283069,10,49
Full Metal Panic!,24,7.81,256325,8,44
Trinity Blood,24,7.44,113791,8,45
Hachimitsu to Clover,24,8.18,130646,7,6
Cowboy Bebop,26,8.82,486824,-1,100
Mobile Suit Gundam Seed Destiny,50,7.36,65896,4,78
Full Metal Panic! The Second Raid,13,8.06,155340,5,56
Chobits,26,7.57,266846,-1,100
Black Cat,23,7.52,150512,7,3
Trigun,26,8.32,283069,-1,74
Full Metal Panic!,24,7.81,256325,-1,9
Cowboy Bebop,26,8.82,486824,10,92
Chobits,26,7.57,266846,6,36
DearS,12,6.8,91037,-1,79
Mobile Suit Gundam Seed,50,7.93,96973,7,23
Naruto,220,7.81,683297,10,13
Full Metal Panic? Fumoffu,12,8.21,171086,-1,25
Black Cat,23,7.52,150512,7,57
Rozen Maiden,12,7.57,128688,9,81
Chobits,26,7.57,266846,7,47
D.N.Angel,26,7.35,126914,9,81
School Rumble,26,8.06,178553,5,100
Naruto,220,7.81,683297,8,49
Mai-HiME,26,7.59,76492,5,41
Monster,74,8.72,247562,7,97
D.N.Angel,26,7.35,126914,-1,21
D.N.Angel,26,7.35,126914,5,64
Mobile Suit Gundam Wing,49,7.87,86001,7,43
Full Metal Panic? Fumoffu,12,8.21,171086,9,6
Cowboy Bebop,26,8.82,486824,6,70
Last Exile,26,7.94,104193,-1,74
Mobile Suit Gundam Seed,50,7.93,96973,8,35
Full Metal Panic? Fumoffu,12,8.21,171086,6,23
Full Metal Panic? Fumoffu,12,8.21,171086,7,83
Trigun,26,8.32,283069,9,30
Cowboy Bebop,26,8.82,486824,10,39
Neon Genesis Evangelion,26,8.32,461946,9,42
Full Metal Panic! The Second Raid,13,8.06,155340,-1,78
Naruto,220,7.81,683297,8,78
Trigun,26,8.32,283069,-1,26
Eyeshield 21,145,8.08,83648,9,1
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,88
Chobits,26,7.57,266846,7,85
Chrno Crusade,24,7.8,140865,7,86
Trinity Blood,24,7.44,113791,7,97
Full Metal Panic!,24,7.81,256325,8,99
Shuffle!,24,7.31,158772,5,89
School Rumble,26,8.06,178553,-1,100
Mai-Otome,26,7.4,36924,10,30
D.N.Angel,26,7.35,126914,-1,86
Chrno Crusade,24,7.8,140865,8,79
Last Exile,26,7.94,104193,7,43
Prince of Tennis,178,8.04,87643,10,80
Chobits,26,7.57,266846,7,35
School Rumble,26,8.06,178553,9,57
Black Cat,23,7.52,150512,7,97
Full Metal Panic? Fumoffu,12,8.21,171086,6,74
Chrno Crusade,24,7.8,140865,8,55
Eyeshield 21,145,8.08,83648,8,16
Monster,74,8.72,247562,8,23
Chobits,26,7.57,266846,-1,17
Full Metal Panic! The Second Raid,13,8.06,155340,8,22
Cowboy Bebop,26,8.82,486824,9,10
Kidou Tenshi Angelic Layer,26,7.32,39758,-1,42
Blue Gender,26,7.13,40581,8,16
Beck,26,8.4,148328,9,100
Azumanga Daioh,26,8.06,170901,6,9
Full Metal Panic!,24,7.81,256325,6,94
Naruto,220,7.81,683297,10,38
Trigun,26,8.32,283069,10,71
School Rumble,26,8.06,178553,8,97
Full Metal Panic! The Second Raid,13,8.06,155340,8,33
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,29
Full Metal Panic!,24,7.81,256325,8,98
Azumanga Daioh,26,8.06,170901,7,26
Full Metal Panic! The Second Raid,13,8.06,155340,6,13
Mobile Suit Gundam Seed Destiny,50,7.36,65896,5,53
D.C.: Da Capo,26,6.93,49909,8,56
Cowboy Bebop,26,8.82,486824,10,76
Black Cat,23,7.52,150512,7,92
Aa! Megami-sama! (TV),24,7.45,96694,7,59
Naruto,220,7.81,683297,-1,73
Aa! Megami-sama! (TV),24,7.45,96694,8,26
Neon Genesis Evangelion,26,8.32,461946,9,93
School Rumble,26,8.06,178553,-1,22
Chrno Crusade,24,7.8,140865,7,46
Full Metal Panic? Fumoffu,12,8.21,171086,-1,70
Beck,26,8.4,148328,9,35
Rozen Maiden: Tr?umend,12,7.78,72645,6,81
Azumanga Daioh,26,8.06,170901,9,77
DearS,12,6.8,91037,5,12
Naruto,220,7.81,683297,8,64
Cowboy Bebop,26,8.82,486824,10,79
Full Metal Panic? Fumoffu,12,8.21,171086,-1,70
Full Metal Panic! The Second Raid,13,8.06,155340,7,79
D.N.Angel,26,7.35,126914,-1,25
Full Metal Panic! The Second Raid,13,8.06,155340,-1,93
Black Cat,23,7.52,150512,-1,17
Mai-Otome,26,7.4,36924,7,92
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,4
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,45
Neon Genesis Evangelion,26,8.32,461946,7,60
Chobits,26,7.57,266846,-1,24
Trinity Blood,24,7.44,113791,10,52
Naruto,220,7.81,683297,7,71
D.N.Angel,26,7.35,126914,-1,53
Monster,74,8.72,247562,10,16
Trigun,26,8.32,283069,9,3
Azumanga Daioh,26,8.06,170901,-1,45
Kidou Tenshi Angelic Layer,26,7.32,39758,7,17
Azumanga Daioh,26,8.06,170901,8,44
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,54
Neon Genesis Evangelion,26,8.32,461946,5,57
Neon Genesis Evangelion,26,8.32,461946,8,89
Mai-HiME,26,7.59,76492,7,87
Neon Genesis Evangelion,26,8.32,461946,7,12
Full Metal Panic!,24,7.81,256325,7,30
Azumanga Daioh,26,8.06,170901,9,64
Beck,26,8.4,148328,-1,100
Neon Genesis Evangelion,26,8.32,461946,10,60
Beck,26,8.4,148328,10,34
Witch Hunter Robin,26,7.36,64905,6,64
Trigun,26,8.32,283069,7,24
Full Metal Panic? Fumoffu,12,8.21,171086,8,100
Naruto,220,7.81,683297,-1,4
Trigun,26,8.32,283069,-1,81
Hachimitsu to Clover,24,8.18,130646,10,2
Full Metal Panic? Fumoffu,12,8.21,171086,-1,19
Hungry Heart: Wild Striker,52,7.74,13469,-1,86
Kidou Tenshi Angelic Layer,26,7.32,39758,7,33
Full Metal Panic!,24,7.81,256325,6,32
Full Metal Panic!,24,7.81,256325,7,96
Mobile Suit Gundam ZZ,47,6.81,17517,5,89
Mobile Suit Gundam Seed,50,7.93,96973,7,27
DearS,12,6.8,91037,7,7
Mai-Otome,26,7.4,36924,9,78
Full Metal Panic! The Second Raid,13,8.06,155340,10,70
Full Metal Panic? Fumoffu,12,8.21,171086,9,69
Aa! Megami-sama! (TV),24,7.45,96694,10,15
Full Metal Panic? Fumoffu,12,8.21,171086,10,53
Naruto,220,7.81,683297,8,98
DearS,12,6.8,91037,6,6
Neon Genesis Evangelion,26,8.32,461946,10,82
Monster,74,8.72,247562,7,12
School Rumble,26,8.06,178553,6,96
Witch Hunter Robin,26,7.36,64905,8,2
Shuffle!,24,7.31,158772,6,2
Trinity Blood,24,7.44,113791,7,5
Mobile Suit Gundam Wing,49,7.87,86001,9,1
Full Metal Panic! The Second Raid,13,8.06,155340,8,24
Naruto,220,7.81,683297,9,18
School Rumble,26,8.06,178553,9,88
Azumanga Daioh,26,8.06,170901,7,25
Neon Genesis Evangelion,26,8.32,461946,6,41
Beck,26,8.4,148328,10,61
Neon Genesis Evangelion,26,8.32,461946,-1,67
Trinity Blood,24,7.44,113791,10,13
After War Gundam X,39,7.39,19132,7,74
Mai-HiME,26,7.59,76492,7,76
Shuffle!,24,7.31,158772,-1,51
Full Metal Panic! The Second Raid,13,8.06,155340,8,48
Full Metal Panic!,24,7.81,256325,8,6
Mobile Suit Gundam Wing,49,7.87,86001,8,64
Chobits,26,7.57,266846,10,8
Berserk,25,8.4,226430,8,38
Cowboy Bebop,26,8.82,486824,10,97
Cowboy Bebop,26,8.82,486824,10,54
Neon Genesis Evangelion,26,8.32,461946,8,79
Cowboy Bebop,26,8.82,486824,10,87
Neon Genesis Evangelion,26,8.32,461946,-1,40
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,6,59
Shuffle!,24,7.31,158772,7,55
Mobile Suit Gundam,43,7.89,51566,7,54
Trinity Blood,24,7.44,113791,7,1
Azumanga Daioh,26,8.06,170901,10,23
Azumanga Daioh,26,8.06,170901,-1,30
Cowboy Bebop,26,8.82,486824,9,88
Monster,74,8.72,247562,8,83
Basilisk: Kouga Ninpou Chou,24,7.68,98144,7,82
Neon Genesis Evangelion,26,8.32,461946,9,1
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,7,22
Yakitate!! Japan,69,8.05,50876,-1,29
Black Cat,23,7.52,150512,7,59
Monster,74,8.72,247562,9,19
Shuffle!,24,7.31,158772,8,35
Naruto,220,7.81,683297,-1,53
D.N.Angel,26,7.35,126914,-1,41
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,17
Blue Gender,26,7.13,40581,6,66
Hachimitsu to Clover,24,8.18,130646,-1,63
After War Gundam X,39,7.39,19132,-1,16
Initial D Fourth Stage,24,8.24,41584,-1,19
Naruto,220,7.81,683297,7,49
Naruto,220,7.81,683297,7,66
Rozen Maiden,12,7.57,128688,8,45
Neon Genesis Evangelion,26,8.32,461946,5,91
Beck,26,8.4,148328,-1,1
Beck,26,8.4,148328,10,4
D.N.Angel,26,7.35,126914,8,17
Full Metal Panic? Fumoffu,12,8.21,171086,8,32
Neon Genesis Evangelion,26,8.32,461946,7,42
Soukyuu no Fafner: Dead Aggressor,25,7.38,27516,5,59
Full Metal Panic? Fumoffu,12,8.21,171086,8,57
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,51
Naruto,220,7.81,683297,5,89
Full Metal Panic!,24,7.81,256325,-1,72
D.N.Angel,26,7.35,126914,7,41
Cowboy Bebop,26,8.82,486824,-1,82
Neon Genesis Evangelion,26,8.32,461946,8,44
Cowboy Bebop,26,8.82,486824,10,33
Cowboy Bebop,26,8.82,486824,-1,52
Trigun,26,8.32,283069,9,46
Naruto,220,7.81,683297,8,14
Trinity Blood,24,7.44,113791,8,65
School Rumble,26,8.06,178553,-1,70
Cluster Edge,25,6.48,6995,9,1
Full Metal Panic! The Second Raid,13,8.06,155340,-1,86
Berserk,25,8.4,226430,-1,42
Last Exile,26,7.94,104193,9,61
Mobile Suit Gundam ZZ,47,6.81,17517,8,93
Trigun,26,8.32,283069,8,15
Mobile Suit Gundam,43,7.89,51566,-1,11
Chobits,26,7.57,266846,-1,96
Ai Yori Aoshi,24,7.24,66597,8,87
Neon Genesis Evangelion,26,8.32,461946,6,12
Shuffle!,24,7.31,158772,8,87
Sunabouzu,24,7.55,65516,8,64
Neon Genesis Evangelion,26,8.32,461946,6,12
Mai-HiME,26,7.59,76492,8,88
Azumanga Daioh,26,8.06,170901,-1,78
Azumanga Daioh,26,8.06,170901,6,85
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,-1,18
Full Metal Panic!,24,7.81,256325,7,65
Monster,74,8.72,247562,6,75
Naruto,220,7.81,683297,-1,97
School Rumble,26,8.06,178553,6,72
Berserk,25,8.4,226430,7,49
Monster,74,8.72,247562,7,13
Mobile Suit Gundam,43,7.89,51566,7,25
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,66
Mobile Suit Gundam,43,7.89,51566,-1,93
Black Cat,23,7.52,150512,8,51
Full Metal Panic? Fumoffu,12,8.21,171086,-1,57
Sunabouzu,24,7.55,65516,7,67
Basilisk: Kouga Ninpou Chou,24,7.68,98144,8,32
Chobits,26,7.57,266846,8,1
Naruto,220,7.81,683297,8,79
Chobits,26,7.57,266846,9,27
Naruto,220,7.81,683297,9,37
Chobits,26,7.57,266846,9,58
Naruto,220,7.81,683297,6,69
Naruto,220,7.81,683297,8,36
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,77
DearS,12,6.8,91037,4,5
Full Metal Panic!,24,7.81,256325,-1,67
Mai-HiME,26,7.59,76492,-1,95
Rozen Maiden,12,7.57,128688,10,1
D.N.Angel,26,7.35,126914,10,15
Initial D Fourth Stage,24,8.24,41584,-1,69
Trigun,26,8.32,283069,10,9
Full Metal Panic!,24,7.81,256325,9,68
School Rumble,26,8.06,178553,9,76
Last Exile,26,7.94,104193,-1,66
Prince of Tennis,178,8.04,87643,6,98
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,8,77
Trinity Blood,24,7.44,113791,9,87
Trinity Blood,24,7.44,113791,7,4
Sunabouzu,24,7.55,65516,10,51
Mai-HiME,26,7.59,76492,-1,93
Full Metal Panic! The Second Raid,13,8.06,155340,10,4
School Rumble,26,8.06,178553,5,15
Black Cat,23,7.52,150512,-1,16
Naruto,220,7.81,683297,7,57
Chrno Crusade,24,7.8,140865,7,76
Cowboy Bebop,26,8.82,486824,10,34
Mobile Suit Gundam,43,7.89,51566,9,6
Sunabouzu,24,7.55,65516,-1,38
Cowboy Bebop,26,8.82,486824,9,64
Rozen Maiden,12,7.57,128688,7,77
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,71
Chrno Crusade,24,7.8,140865,9,96
Naruto,220,7.81,683297,6,26
Mobile Suit Gundam,43,7.89,51566,9,59
Hachimitsu to Clover,24,8.18,130646,9,20
Mobile Suit Gundam Seed Destiny,50,7.36,65896,7,59
Shuffle!,24,7.31,158772,6,4
Trinity Blood,24,7.44,113791,10,34
DearS,12,6.8,91037,5,15
Naruto,220,7.81,683297,7,26
Naruto,220,7.81,683297,9,73
Shuffle!,24,7.31,158772,5,2
School Rumble,26,8.06,178553,-1,74
Full Metal Panic! The Second Raid,13,8.06,155340,7,19
Initial D Fourth Stage,24,8.24,41584,8,20
Mai-HiME,26,7.59,76492,7,40
Full Metal Panic!,24,7.81,256325,6,91
School Rumble,26,8.06,178553,8,89
Shuffle!,24,7.31,158772,10,51
Naruto,220,7.81,683297,10,92
Rozen Maiden,12,7.57,128688,-1,57
Cowboy Bebop,26,8.82,486824,10,98
Naruto,220,7.81,683297,9,84
Full Metal Panic!,24,7.81,256325,8,37
Cowboy Bebop,26,8.82,486824,10,52
Naruto,220,7.81,683297,8,31
Berserk,25,8.4,226430,10,52
Turn A Gundam,50,7.76,20056,9,81
Azumanga Daioh,26,8.06,170901,9,61
Neon Genesis Evangelion,26,8.32,461946,6,57
Naruto,220,7.81,683297,9,50
Berserk,25,8.4,226430,10,44
Chrno Crusade,24,7.8,140865,8,45
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,70
Shuffle!,24,7.31,158772,-1,92
School Rumble,26,8.06,178553,7,12
Eyeshield 21,145,8.08,83648,10,17
Beck,26,8.4,148328,9,91
Rozen Maiden,12,7.57,128688,8,58
Trigun,26,8.32,283069,7,25
Aa! Megami-sama! (TV),24,7.45,96694,8,84
Beck,26,8.4,148328,9,90
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,62
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,92
Black Cat,23,7.52,150512,9,38
Berserk,25,8.4,226430,-1,73
Prince of Tennis,178,8.04,87643,10,62
Neon Genesis Evangelion,26,8.32,461946,8,74
Prince of Tennis,178,8.04,87643,8,76
School Rumble,26,8.06,178553,10,86
Shuffle!,24,7.31,158772,9,78
Full Metal Panic! The Second Raid,13,8.06,155340,-1,93
Mobile Suit Gundam Wing,49,7.87,86001,7,70
Chobits,26,7.57,266846,8,11
Cowboy Bebop,26,8.82,486824,7,43
Full Metal Panic!,24,7.81,256325,9,70
Black Cat,23,7.52,150512,7,58
Shuffle!,24,7.31,158772,-1,62
Neon Genesis Evangelion,26,8.32,461946,8,16
Cowboy Bebop,26,8.82,486824,9,83
Chobits,26,7.57,266846,8,51
Trinity Blood,24,7.44,113791,5,78
Chobits,26,7.57,266846,8,15
Full Metal Panic!,24,7.81,256325,-1,77
Chrno Crusade,24,7.8,140865,8,34
Chobits,26,7.57,266846,8,42
Naruto,220,7.81,683297,10,75
Eyeshield 21,145,8.08,83648,8,15
Black Cat,23,7.52,150512,7,53
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,8,65
Naruto,220,7.81,683297,8,11
Neon Genesis Evangelion,26,8.32,461946,9,97
Black Cat,23,7.52,150512,10,25
Black Cat,23,7.52,150512,8,2
Azumanga Daioh,26,8.06,170901,9,7
Chobits,26,7.57,266846,9,14
Trigun,26,8.32,283069,6,37
Chrno Crusade,24,7.8,140865,8,53
Naruto,220,7.81,683297,9,89
Naruto,220,7.81,683297,-1,80
Neon Genesis Evangelion,26,8.32,461946,8,30
Neon Genesis Evangelion,26,8.32,461946,8,37
Sunabouzu,24,7.55,65516,7,17
Mobile Suit Gundam Wing,49,7.87,86001,9,39
Monster,74,8.72,247562,7,94
Mai-HiME,26,7.59,76492,-1,6
Chobits,26,7.57,266846,8,97
Shuffle!,24,7.31,158772,8,29
Mobile Suit Gundam Seed Destiny,50,7.36,65896,5,35
Black Cat,23,7.52,150512,5,30
Naruto,220,7.81,683297,7,98
D.N.Angel,26,7.35,126914,8,15
Trigun,26,8.32,283069,9,48
Mobile Fighter G Gundam,49,7.62,36338,8,94
Trinity Blood,24,7.44,113791,7,68
Shuffle!,24,7.31,158772,7,8
Full Metal Panic!,24,7.81,256325,8,10
Full Metal Panic? Fumoffu,12,8.21,171086,8,2
Basilisk: Kouga Ninpou Chou,24,7.68,98144,10,45
Initial D Fourth Stage,24,8.24,41584,7,15
Chrno Crusade,24,7.8,140865,8,90
Full Metal Panic! The Second Raid,13,8.06,155340,8,49
Cowboy Bebop,26,8.82,486824,9,67
Cowboy Bebop,26,8.82,486824,10,67
Prince of Tennis,178,8.04,87643,-1,50
Chobits,26,7.57,266846,8,1
Mobile Suit Gundam,43,7.89,51566,7,26
Full Metal Panic? Fumoffu,12,8.21,171086,-1,37
Full Metal Panic? Fumoffu,12,8.21,171086,7,67
Hachimitsu to Clover,24,8.18,130646,8,2
D.C.: Da Capo,26,6.93,49909,8,40
Full Metal Panic? Fumoffu,12,8.21,171086,10,8
Avenger,13,6.02,12286,9,85
Azumanga Daioh,26,8.06,170901,9,100
Rozen Maiden: Tr?umend,12,7.78,72645,-1,85
Mobile Suit Gundam Seed Destiny,50,7.36,65896,-1,43
Neon Genesis Evangelion,26,8.32,461946,10,8
Mobile Suit Gundam Seed,50,7.93,96973,7,26
Neon Genesis Evangelion,26,8.32,461946,8,45
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,28
Cowboy Bebop,26,8.82,486824,10,39
Trigun,26,8.32,283069,-1,46
Azumanga Daioh,26,8.06,170901,8,91
School Rumble,26,8.06,178553,-1,17
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,10,88
Full Metal Panic!,24,7.81,256325,8,47
Neon Genesis Evangelion,26,8.32,461946,9,68
Shuffle!,24,7.31,158772,8,22
Trigun,26,8.32,283069,7,18
Berserk,25,8.4,226430,-1,17
Trinity Blood,24,7.44,113791,8,14
DearS,12,6.8,91037,5,57
Azumanga Daioh,26,8.06,170901,8,1
Chobits,26,7.57,266846,-1,65
School Rumble,26,8.06,178553,9,47
Cowboy Bebop,26,8.82,486824,8,78
Azumanga Daioh,26,8.06,170901,9,82
Chrno Crusade,24,7.8,140865,-1,60
Monster,74,8.72,247562,8,7
Naruto,220,7.81,683297,8,24
Shuffle!,24,7.31,158772,7,97
Naruto,220,7.81,683297,7,61
Cowboy Bebop,26,8.82,486824,9,78
Mobile Suit Gundam Wing,49,7.87,86001,10,91
Shuffle!,24,7.31,158772,8,70
Full Metal Panic! The Second Raid,13,8.06,155340,9,68
Full Metal Panic! The Second Raid,13,8.06,155340,10,54
Mobile Fighter G Gundam,49,7.62,36338,8,2
Naruto,220,7.81,683297,6,41
Neon Genesis Evangelion,26,8.32,461946,10,60
School Rumble,26,8.06,178553,8,86
Prince of Tennis,178,8.04,87643,10,85
Naruto,220,7.81,683297,7,52
Full Metal Panic? Fumoffu,12,8.21,171086,7,50
D.N.Angel,26,7.35,126914,7,1
Rozen Maiden,12,7.57,128688,10,80
Cowboy Bebop,26,8.82,486824,9,91
Trigun,26,8.32,283069,-1,47
School Rumble,26,8.06,178553,9,73
Mobile Suit Gundam Wing,49,7.87,86001,6,88
Ai Yori Aoshi,24,7.24,66597,-1,8
Shuffle!,24,7.31,158772,7,46
Yakitate!! Japan,69,8.05,50876,8,25
Mahou Shoujo Lyrical Nanoha,13,7.52,62582,10,67
Rozen Maiden: Tr?umend,12,7.78,72645,-1,99
Prince of Tennis,178,8.04,87643,9,72
Blue Gender,26,7.13,40581,5,32
School Rumble,26,8.06,178553,-1,23
Berserk,25,8.4,226430,10,78
Full Metal Panic!,24,7.81,256325,9,72
Shuffle!,24,7.31,158772,7,5
Trinity Blood,24,7.44,113791,-1,30
Naruto,220,7.81,683297,10,92
Rozen Maiden: Tr?umend,12,7.78,72645,10,22
Naruto,220,7.81,683297,8,7
Basilisk: Kouga Ninpou Chou,24,7.68,98144,-1,46
Trigun,26,8.32,283069,7,76
D.N.Angel,26,7.35,126914,6,81
D.N.Angel,26,7.35,126914,7,51
After War Gundam X,39,7.39,19132,9,4
Mobile Suit Gundam,43,7.89,51566,9,33
Mai-HiME,26,7.59,76492,-1,73
Cowboy Bebop,26,8.82,486824,8,19
Rurouni Kenshin: Meiji Kenkaku Romantan,94,8.43,218928,9,7
Neon Genesis Evangelion,26,8.32,461946,9,93
Neon Genesis Evangelion,26,8.32,461946,10,38
Full Metal Panic!,24,7.81,256325,8,66
Trigun,26,8.32,283069,8,38
Full Metal Panic!,24,7.81,256325,-1,100
Beck,26,8.4,148328,-1,75
Naruto,220,7.81,683297,5,20
Naruto,220,7.81,683297,6,57
Full Metal Panic!,24,7.81,256325,8,46
Shuffle!,24,7.31,158772,6,99
Hachimitsu to Clover,24,8.18,130646,7,92
DearS,12,6.8,91037,3,2
Trigun,26,8.32,283069,9,95
