个人信息,校园卡编号,消费金额,存储金额,余额,消费次数,消费类型,消费地点,消费时间
183708-女,20183708,2,0,161.25,796,消费,好利来食品店,2019-04-16 19_2
183708-女,20183708,8.5,0,59.15,822,消费,第三食堂,2019-04-22 16_7
180864-女,2018864,1.5,0,39,773,消费,第二食堂,2019-04-08 07_6
181899-男,20181899,1.5,0,102.8,1171,消费,第二食堂,2019-04-08 11_6
181144-男,20181144,7,0,168.8,919,消费,第四食堂,2019-04-18 11_10
182588-女,20182588,3,0,0.85,405,消费,第五食堂,2019-04-20 12_2
181591-女,20181591,2.5,0,63.2,521,消费,第一食堂,2019-04-09 12_7
180921-男,2018921,0.7,0,28.33,558,消费,第一食堂,2019-04-15 17_2
182844-男,20182844,8,0,36.9,499,消费,第三食堂,2019-04-11 18_1
180340-男,2018340,8,0,92.34,727,消费,第一食堂,2019-04-23 11_11
183320-女,20183320,4,0,60.9,796,消费,第二食堂,2019-04-19 11_9
180631-男,2018631,2,0,6.7,795,消费,红太阳超市,2019-04-11 22_2
183110-男,20183110,0.6,0,63.6,529,消费,第三食堂,2019-04-05 12_1
181930-女,20181930,3.5,0,12.1,578,消费,红太阳超市,2019-04-05 14_10
180179-女,2018179,0.6,0,63.9,566,消费,第五食堂,2019-04-23 17_8
181519-男,20181519,1.2,0,146.7,783,消费,第二食堂,2019-04-01 07_10
181682-男,20181682,2.8,0,76.6,438,消费,第二食堂,2019-04-30 08_6
180097-女,201897,6.1,0,192.1,532,消费,第五食堂,2019-04-19 19_8
182166-女,20182166,8,0,12.8,346,消费,第四食堂,2019-04-02 11_11
180607-女,2018607,1,0,72.9,958,消费,第二食堂,2019-04-09 07_8
181108-男,20181108,4,0,67,920,消费,第一食堂,2019-04-05 12_11
180194-女,2018194,4.5,0,32.6,544,消费,第一食堂,2019-04-18 11_11
181335-男,20181335,7,0,96.3,711,消费,第一食堂,2019-04-30 09_10
184244-女,20184244,2.5,0,68.4,682,消费,好利来食品店,2019-04-05 09_3
182332-女,20182332,5.5,0,76.4,683,消费,第三食堂,2019-04-09 18_2
184249-男,20184249,6.5,0,3.4,679,消费,第五食堂,2019-04-19 12_5
181535-男,20181535,4,0,45,884,消费,第二食堂,2019-04-11 11_7
182905-男,20182905,4,0,80.2,1009,消费,第二食堂,2019-04-12 11_9
184151-女,20184151,3,0,73.4,549,消费,好利来食品店,2019-04-24 21_3
182244-女,20182244,2,0,79,650,消费,好利来食品店,2019-04-02 07_7
184093-男,20184093,2.5,0,65.2,586,消费,红太阳超市,2019-04-15 21_5
181534-男,20181534,3.5,0,139.6,735,消费,第二食堂,2019-04-24 07_8
182839-男,20182839,0.6,0,78.9,794,消费,第五食堂,2019-04-02 11_6
180168-女,2018168,1,0,26.95,406,消费,第四食堂,2019-04-26 10_8
180244-女,2018244,10,0,17.6,650,消费,第五食堂,2019-04-14 12_8
183902-女,20183902,8,0,242.2,559,消费,第四食堂,2019-04-23 16_5
181874-女,20181874,5.5,0,7,504,消费,第五食堂,2019-04-25 11_11
180518-男,2018518,4,0,77.2,691,消费,第一食堂,2019-04-25 11_10
182991-男,20182991,3.5,0,64.4,621,消费,第五食堂,2019-04-14 12_3
180240-女,2018240,4.1,0,63.3,567,消费,第五食堂,2019-04-16 07_5
183360-女,20183360,7,0,54,563,消费,第四食堂,2019-04-23 17_4
182543-男,20182543,2.5,0,162.48,1210,消费,第一食堂,2019-04-22 16_5
180690-女,2018690,5,0,36.2,719,消费,第二食堂,2019-04-09 12_1
181156-男,20181156,0.6,0,58,755,消费,第一食堂,2019-04-10 11_8
181832-男,20181832,8,0,238.7,497,消费,第四食堂,2019-04-25 18_9
182767-男,20182767,9,0,37.85,231,消费,第三食堂,2019-04-15 12_5
181547-男,20181547,0.6,0,60.2,669,消费,第二食堂,2019-04-24 07_4
180457-女,2018457,0.4,0,88.56,870,消费,第五食堂,2019-04-10 16_6
181895-男,20181895,3.5,0,6.7,790,消费,第二食堂,2019-04-10 11_12
181848-女,20181848,3,0,37.31,614,消费,第二食堂,2019-04-15 11_8
180767-女,2018767,1.5,0,43.8,604,消费,第一食堂,2019-04-19 17_12
180206-女,2018206,9,0,61.8,494,消费,第三食堂,2019-04-17 11_9
181653-男,20181653,7,0,64.3,731,消费,第四食堂,2019-04-15 18_2
182434-女,20182434,2,0,182.65,658,消费,第一食堂,2019-04-04 07_7
182387-女,20182387,6.5,0,15.2,896,消费,第三食堂,2019-04-19 11_5
184142-女,20184142,4.5,0,43.2,912,消费,第一食堂,2019-04-21 12_6
181191-女,20181191,1.5,0,81.95,932,消费,第二食堂,2019-04-24 09_9
182313-女,20182313,5,0,4.7,149,消费,好利来食品店,2019-04-02 07_7
180796-女,2018796,2.5,0,57.2,949,消费,第二食堂,2019-04-17 11_10
180406-女,2018406,0,100,102.2,987,存款,财务处,2019-04-03 17_1
181093-男,20181093,3,0,67.1,689,消费,第一食堂,2019-04-17 11_4
183643-女,20183643,0.4,0,80.19,447,消费,第五食堂,2019-04-18 11_9
182208-女,20182208,6.5,0,53.6,556,消费,第二食堂,2019-04-01 11_8
180672-女,2018672,0.8,0,11.75,888,消费,第二食堂,2019-04-08 07_4
183164-男,20183164,1.8,0,78.3,964,消费,第一食堂,2019-04-16 07_8
183591-女,20183591,2.5,0,67,629,消费,第二食堂,2019-04-11 11_4
181583-女,20181583,4,0,117.5,449,消费,第二食堂,2019-04-17 17_11
183872-女,20183872,0.4,0,69.8,497,消费,第五食堂,2019-04-23 11_9
181081-男,20181081,17.3,0,22.16,715,消费,水电缴费处,2019-04-11 13_10
184042-女,20184042,0.6,0,34.8,817,消费,第二食堂,2019-04-16 05_3
181365-男,20181365,4,0,151.2,771,消费,第二食堂,2019-04-18 12_1
183979-女,20183979,4,0,224.7,696,消费,好利来食品店,2019-04-12 09_8
181017-女,20181017,2,0,90.8,519,消费,第一食堂,2019-04-30 08_4
182361-女,20182361,0.4,0,21.6,789,消费,第五食堂,2019-04-23 17_10
184277-男,20184277,5.5,0,169.33,825,消费,红太阳超市,2019-04-09 12_6
183147-男,20183147,1.5,0,19.5,399,消费,第一食堂,2019-04-01 07_6
182844-男,20182844,10,0,65.9,495,消费,第三食堂,2019-04-12 15_1
182254-女,20182254,7,0,33.5,366,消费,第四食堂,2019-04-25 11_11
182057-女,20182057,3,0,11.85,491,消费,第一食堂,2019-04-01 18_6
180579-女,2018579,3.5,0,109.6,485,消费,第一食堂,2019-04-23 11_8
180712-女,2018712,1.5,0,4.74,426,消费,第四食堂,2019-04-18 11_8
180687-女,2018687,0.4,0,68.5,566,消费,第二食堂,2019-04-18 11_10
180727-女,2018727,2.5,0,1.6,783,消费,第一食堂,2019-04-15 07_9
181182-女,20181182,8,0,53,1034,消费,第四食堂,2019-04-30 18_8
181900-男,20181900,0.6,0,60.4,647,消费,第二食堂,2019-04-01 17_9
180871-女,2018871,0.6,0,40.2,724,消费,第二食堂,2019-04-23 19_4
180423-女,2018423,1,0,105.2,1005,消费,第五食堂,2019-04-18 07_6
182899-男,20182899,9,0,117,389,消费,第三食堂,2019-04-25 12_4
183445-男,20183445,3,0,162.4,738,消费,第一食堂,2019-04-04 20_8
180571-女,2018571,0.5,0,106.6,654,消费,第一食堂,2019-04-15 17_2
183335-男,20183335,1,0,119.2,519,消费,第一食堂,2019-04-30 12_8
180825-女,2018825,3,0,9.9,536,消费,第一食堂,2019-04-09 22_3
182186-女,20182186,0.5,0,84.7,382,消费,第三食堂,2019-04-02 17_11
180378-女,2018378,8,0,75.1,441,消费,第三食堂,2019-04-12 12_0
181172-女,20181172,7,0,135.9,835,消费,第四食堂,2019-04-11 12_0
181360-男,20181360,5,0,96.2,452,消费,红太阳超市,2019-04-03 13_4
182213-女,20182213,3,0,88.3,892,消费,第五食堂,2019-04-15 11_11
181244-男,20181244,3,0,87.9,1201,消费,第二食堂,2019-04-15 07_10
182818-女,20182818,10,0,11.2,246,消费,第四食堂,2019-04-12 19_0
183950-女,20183950,3,0,148.1,688,消费,第五食堂,2019-04-29 11_5
183141-男,20183141,8,0,150.3,582,消费,第四食堂,2019-04-11 11_10
180773-女,2018773,7,0,29.5,467,消费,第四食堂,2019-04-01 18_2
180669-女,2018669,0.4,0,96.8,1029,消费,第二食堂,2019-04-17 18_1
183360-女,20183360,6.5,0,11.7,548,消费,第四食堂,2019-04-14 10_11
181289-女,20181289,1.5,0,93.4,798,消费,第一食堂,2019-04-17 11_9
182846-男,20182846,0.6,0,41.5,576,消费,第三食堂,2019-04-16 11_11
181328-男,20181328,8,0,33.6,579,消费,第四食堂,2019-04-25 18_8
181199-女,20181199,4.5,0,56.8,493,消费,第二食堂,2019-04-02 11_12
180507-女,2018507,10.1,0,102.3,393,消费,第五食堂,2019-04-03 11_9
180615-女,2018615,1,0,150.56,626,消费,第二食堂,2019-04-03 07_7
180402-女,2018402,0.4,0,80,579,消费,第五食堂,2019-04-12 11_10
184024-女,20184024,2.5,0,189.1,797,消费,第二食堂,2019-04-15 17_2
182359-女,20182359,1.6,0,43.21,556,消费,第五食堂,2019-04-24 12_2
180578-女,2018578,9,0,57.3,746,消费,第二食堂,2019-04-14 11_7
182750-男,20182750,4,0,47.5,535,消费,第二食堂,2019-04-23 11_8
182991-男,20182991,2.5,0,95.3,642,消费,第五食堂,2019-04-17 12_5
181455-男,20181455,0.6,0,59.3,842,消费,第二食堂,2019-04-08 18_1
181108-男,20181108,8,0,63.1,948,消费,第四食堂,2019-04-30 19_6
180783-女,2018783,3,0,151.6,571,消费,第二食堂,2019-04-10 07_9
181861-女,20181861,7,0,107.45,859,消费,第四食堂,2019-04-04 11_2
181026-女,20181026,0.4,0,87.95,736,消费,第二食堂,2019-04-18 11_11
182508-女,20182508,6.5,0,25.4,628,消费,第四食堂,2019-04-26 18_2
181068-男,20181068,2.5,0,50.04,492,消费,第二食堂,2019-04-03 12_10
183584-女,20183584,2.5,0,94.1,180,消费,第二食堂,2019-04-17 07_11
182745-男,20182745,7,0,20.18,467,消费,第四食堂,2019-04-15 19_6
180850-女,2018850,4,0,158.7,759,消费,第二食堂,2019-04-04 16_10
181346-男,20181346,1.5,0,307.3,821,消费,第二食堂,2019-04-15 17_9
181380-男,20181380,3,0,78.11,519,消费,第四食堂,2019-04-08 17_0
184024-女,20184024,3,0,5.5,709,消费,第一食堂,2019-04-01 11_11
180059-女,201859,2.5,0,39.86,552,消费,第五食堂,2019-04-24 16_5
182485-女,20182485,2,0,171.7,631,消费,第二食堂,2019-04-30 16_3
181777-男,20181777,7,0,97.9,823,消费,第四食堂,2019-04-22 11_8
181448-男,20181448,4,0,106.9,967,消费,第二食堂,2019-04-21 11_11
181490-男,20181490,0.6,0,243.9,1225,消费,第二食堂,2019-04-21 12_1
183708-女,20183708,8.5,0,209.45,780,消费,第五食堂,2019-04-13 17_9
182501-女,20182501,2.5,0,21.2,561,消费,第五食堂,2019-04-11 07_7
181487-男,20181487,9,0,66.6,1055,消费,第四食堂,2019-04-17 18_5
181762-男,20181762,1.5,0,20.34,421,消费,第一食堂,2019-04-07 12_12
181855-女,20181855,4.5,0,117.4,416,消费,第一食堂,2019-04-06 12_6
180849-女,2018849,2,0,75.9,900,消费,第一食堂,2019-04-02 21_12
183769-男,20183769,2.5,0,56.7,285,消费,第五食堂,2019-04-23 12_6
180561-女,2018561,0.4,0,193.4,717,消费,第二食堂,2019-04-03 18_2
183608-女,20183608,8.5,0,50.1,777,消费,第二食堂,2019-04-09 11_11
181861-女,20181861,6,0,194.55,898,消费,第四食堂,2019-04-10 21_4
181846-女,20181846,1.5,0,38.65,564,消费,第二食堂,2019-04-04 07_7
182932-男,20182932,8.6,0,269,448,消费,第三食堂,2019-04-15 17_6
182493-女,20182493,3,0,47,597,消费,第五食堂,2019-04-26 12_1
180733-女,2018733,3,0,17.8,572,消费,第二食堂,2019-04-11 07_8
180742-女,2018742,2.5,0,287.7,935,消费,第二食堂,2019-04-17 07_6
180947-男,2018947,7,0,23.5,672,消费,第四食堂,2019-04-09 19_4
184001-男,20184001,7,0,71.9,823,消费,第四食堂,2019-04-08 18_7
183826-男,20183826,7.5,0,28.1,490,消费,第三食堂,2019-04-09 11_9
181285-女,20181285,0.5,0,58.95,733,消费,第二食堂,2019-04-29 17_7
181952-女,20181952,0.6,0,48.8,720,消费,第二食堂,2019-04-11 07_7
184187-女,20184187,0,100,101.6,313,存款,财务处,2019-04-15 11_5
182551-女,20182551,3.5,0,63.35,542,消费,好利来食品店,2019-04-30 13_2
182385-女,20182385,3,0,71.9,451,消费,好利来食品店,2019-04-03 07_9
182837-男,20182837,8,0,90.2,534,消费,第三食堂,2019-04-23 17_8
183744-女,20183744,5.5,0,57.82,647,消费,第三食堂,2019-04-22 18_8
183649-女,20183649,10,0,40.2,446,消费,第五食堂,2019-04-11 12_3
181556-男,20181556,3,0,125.7,1255,消费,第二食堂,2019-04-26 12_1
181511-男,20181511,10,0,73.6,783,消费,第二食堂,2019-04-16 11_10
184028-女,20184028,2,0,72.1,676,消费,第二食堂,2019-04-13 08_11
182867-男,20182867,2.6,0,65.89,864,消费,第五食堂,2019-04-12 08_4
182957-男,20182957,10,0,12.9,894,消费,好利来食品店,2019-04-18 20_6
184319-女,20184319,4,0,82.4,326,消费,第二食堂,2019-04-09 11_7
180017-女,201817,4,0,101.2,633,消费,第五食堂,2019-04-14 18_1
180133-女,2018133,2,0,45.3,840,消费,第三食堂,2019-04-08 16_7
183338-男,20183338,0.6,0,24.1,873,消费,第二食堂,2019-04-13 11_10
184324-女,20184324,5.6,0,193.2,488,消费,第五食堂,2019-04-03 16_5
180797-女,2018797,3.5,0,73.5,1274,消费,第二食堂,2019-04-23 11_11
180381-女,2018381,0.5,0,72.9,707,消费,第三食堂,2019-04-24 11_11
181465-男,20181465,8.5,0,81.9,918,消费,第二食堂,2019-04-12 18_7
184055-女,20184055,3,0,49.7,634,消费,第五食堂,2019-04-26 17_7
181842-男,20181842,2,0,19.7,371,消费,第一食堂,2019-04-08 09_11
183482-女,20183482,8,0,74,634,消费,第四食堂,2019-04-23 11_10
182605-男,20182605,1.1,0,104.1,624,消费,第二食堂,2019-04-02 07_6
184275-男,20184275,10,0,123.3,461,消费,好利来食品店,2019-04-23 11_8
182213-女,20182213,1.2,0,76.6,838,消费,第五食堂,2019-04-08 07_4
180309-女,2018309,1.5,0,86.3,624,消费,第二食堂,2019-04-10 12_1
180411-女,2018411,3.5,0,57,800,消费,第五食堂,2019-04-09 12_0
180193-女,2018193,3.5,0,147,745,消费,第五食堂,2019-04-19 18_2
184248-女,20184248,8.5,0,82.7,260,消费,第五食堂,2019-04-12 12_0
180512-女,2018512,6.1,0,106.3,459,消费,第五食堂,2019-04-11 12_1
182156-女,20182156,1.5,0,45.51,558,消费,第一食堂,2019-04-06 20_7
184024-女,20184024,2.5,0,122,822,消费,第一食堂,2019-04-19 07_8
182137-女,20182137,4.5,0,125.9,590,消费,第五食堂,2019-04-04 11_11
183102-男,20183102,3.6,0,8.39,452,消费,第五食堂,2019-04-11 08_1
181025-女,20181025,2.5,0,140.1,789,消费,第二食堂,2019-04-25 17_12
181379-男,20181379,0,100,147.24,803,存款,财务处,2019-04-17 12_1
181116-男,20181116,1,0,95.5,800,消费,第二食堂,2019-04-09 07_2
181921-女,20181921,3,0,96.8,677,消费,第二食堂,2019-04-15 07_8
181646-男,20181646,0.6,0,35.98,767,消费,第五食堂,2019-04-22 06_8
180790-女,2018790,8,0,141.2,560,消费,第四食堂,2019-04-08 11_10
181880-男,20181880,4,0,16.8,649,消费,第一食堂,2019-04-25 16_12
182527-女,20182527,2.9,0,54.9,491,消费,第五食堂,2019-04-13 07_7
181927-女,20181927,7,0,89.6,598,消费,第四食堂,2019-04-01 12_0
182304-女,20182304,3,0,140,476,消费,第五食堂,2019-04-09 09_6
180827-女,2018827,1.5,0,93.25,652,消费,第二食堂,2019-04-16 09_6
182935-男,20182935,2.5,0,66.2,826,消费,第五食堂,2019-04-17 17_11
181607-男,20181607,7,0,18.3,200,消费,第四食堂,2019-04-11 11_10
180267-女,2018267,5,0,2.1,766,消费,第三食堂,2019-04-15 12_8
183039-男,20183039,9.5,0,52.2,412,消费,好利来食品店,2019-04-09 22_0
183803-女,20183803,9.5,0,116.9,721,消费,好利来食品店,2019-04-16 21_11
183178-女,20183178,7,0,2,551,消费,第四食堂,2019-04-15 11_11
182469-女,20182469,17,0,31.4,626,消费,第五食堂,2019-04-18 18_3
183338-男,20183338,3.5,0,17.1,875,消费,第二食堂,2019-04-13 11_10
180987-女,2018987,2,0,110.5,211,消费,第二食堂,2019-04-17 17_3
181713-女,20181713,0.1,0,73.7,425,消费,水电缴费处,2019-04-23 16_5
180614-女,2018614,1.5,0,173.7,996,消费,第二食堂,2019-04-17 11_10
181381-男,20181381,3,0,65,757,消费,第一食堂,2019-04-22 11_11
181385-男,20181385,2.3,0,48.9,490,消费,第二食堂,2019-04-08 09_1
184275-男,20184275,8.5,0,40.5,413,消费,好利来食品店,2019-04-11 22_11
183390-女,20183390,0.5,0,38.9,780,消费,第一食堂,2019-04-02 11_10
181548-男,20181548,2.4,0,81.5,798,消费,第二食堂,2019-04-25 07_2
181083-男,20181083,1.6,0,34.02,1260,消费,第二食堂,2019-04-04 07_10
180189-女,2018189,0.6,0,42.48,910,消费,第五食堂,2019-04-17 11_11
183238-女,20183238,0.4,0,74.9,589,消费,第二食堂,2019-04-11 16_12
181318-女,20181318,7,0,71.3,645,消费,第四食堂,2019-04-10 18_2
180933-男,2018933,10,0,82.8,666,消费,第四食堂,2019-04-13 12_1
182213-女,20182213,4.5,0,98.8,884,消费,第五食堂,2019-04-14 11_7
180800-女,2018800,5,0,94.7,738,消费,第一食堂,2019-04-05 21_0
180544-女,2018544,5,0,69.1,632,消费,第四食堂,2019-04-16 17_11
183027-男,20183027,7.5,0,71.2,357,消费,第三食堂,2019-04-09 18_0
183347-男,20183347,2,0,54.6,789,消费,第二食堂,2019-04-24 07_10
180313-女,2018313,1.5,0,120.2,663,消费,第二食堂,2019-04-23 16_6
182578-女,20182578,8,0,73.3,850,消费,第四食堂,2019-04-10 12_4
183734-女,20183734,2,0,44.4,475,消费,第五食堂,2019-04-08 07_7
181409-男,20181409,2.5,0,71.6,1156,消费,第二食堂,2019-04-14 08_10
181567-男,20181567,7,0,85.3,777,消费,第四食堂,2019-04-16 19_2
181481-男,20181481,7,0,52.2,494,消费,第二食堂,2019-04-04 17_5
182443-女,20182443,1.2,0,57.9,466,消费,第五食堂,2019-04-18 07_9
181521-男,20181521,0.6,0,113,757,消费,第二食堂,2019-04-22 07_10
181327-男,20181327,3,0,268.51,1091,消费,第一食堂,2019-04-08 22_0
180451-女,2018451,8,0,58.6,437,消费,第二食堂,2019-04-11 12_12
182334-女,20182334,6,0,30.7,531,消费,第二食堂,2019-04-07 17_8
181771-男,20181771,7,0,95.41,506,消费,第四食堂,2019-04-08 18_3
180576-女,2018576,2,0,85.9,700,消费,第二食堂,2019-04-27 11_5
181343-男,20181343,4,0,186,962,消费,第二食堂,2019-04-12 00_0
181055-男,20181055,1.2,0,56.9,757,消费,第二食堂,2019-04-03 21_2
183457-女,20183457,2.5,0,84.8,649,消费,第二食堂,2019-04-14 18_3
181156-男,20181156,6,0,31.3,811,消费,第四食堂,2019-04-22 17_4
182396-女,20182396,4.5,0,51.8,929,消费,第五食堂,2019-04-08 16_7
183938-男,20183938,9,0,60.7,200,消费,第三食堂,2019-04-24 12_3
180416-女,2018416,0.4,0,166.3,540,消费,第五食堂,2019-04-10 11_11
182931-男,20182931,0.4,0,101.2,861,消费,第五食堂,2019-04-14 17_8
184099-男,20184099,1.5,0,99.1,765,消费,第二食堂,2019-04-25 18_0
180839-女,2018839,4,0,51.46,544,消费,第二食堂,2019-04-10 18_4
182431-女,20182431,1,0,28,511,消费,第五食堂,2019-04-17 00_0
182156-女,20182156,4,0,152.91,652,消费,第二食堂,2019-04-21 11_10
181490-男,20181490,4,0,174.3,1185,消费,第二食堂,2019-04-16 11_4
183864-女,20183864,0.4,0,84.1,401,消费,第五食堂,2019-04-14 16_7
182622-女,20182622,1.5,0,154.6,1008,消费,第五食堂,2019-04-30 08_3
182918-男,20182918,20,0,29.7,581,消费,好利来食品店,2019-04-25 21_6
180094-女,201894,3,0,90.2,589,消费,第二食堂,2019-04-16 11_11
182679-女,20182679,6,0,34.2,466,消费,第五食堂,2019-04-30 17_9
182155-女,20182155,5.5,0,129.2,349,消费,第五食堂,2019-04-04 18_4
183260-女,20183260,6,0,103.4,684,消费,第四食堂,2019-04-07 17_11
181895-男,20181895,0.6,0,137.6,822,消费,第二食堂,2019-04-17 18_1
183675-女,20183675,1.5,0,121,545,消费,好利来食品店,2019-04-21 18_9
181025-女,20181025,2,0,47.4,734,消费,第一食堂,2019-04-10 22_3
182013-女,20182013,5,0,58.55,912,消费,第一食堂,2019-04-16 07_5
184146-女,20184146,1,0,152.4,799,消费,第二食堂,2019-04-25 20_11
180118-女,2018118,2.5,0,57.1,819,消费,第五食堂,2019-04-24 18_5
180444-女,2018444,1.2,0,6.8,694,消费,第五食堂,2019-04-12 07_8
182105-男,20182105,10,0,90.45,564,消费,第三食堂,2019-04-08 19_3
182033-男,20182033,3,0,70.45,413,消费,第一食堂,2019-04-10 07_11
181308-女,20181308,0.8,0,88.7,738,消费,第二食堂,2019-04-01 07_7
180709-男,2018709,1.6,0,33.6,877,消费,第二食堂,2019-04-17 07_4
183921-女,20183921,1.5,0,19.2,627,消费,好利来食品店,2019-04-21 09_4
182839-男,20182839,7,0,207.5,819,消费,第三食堂,2019-04-08 11_12
180367-女,2018367,0.5,0,102.6,977,消费,第一食堂,2019-04-05 11_5
183348-男,20183348,7,0,48.5,563,消费,第四食堂,2019-04-01 11_9
182586-女,20182586,8,0,147.9,486,消费,第一食堂,2019-04-01 16_4
180752-男,2018752,0,100,101.33,669,存款,财务处,2019-04-22 09_11
183243-女,20183243,6,0,143.2,876,消费,第四食堂,2019-04-29 12_4
181145-男,20181145,0.8,0,229.2,691,消费,第二食堂,2019-04-01 11_11
181142-男,20181142,2.2,0,30.9,752,消费,第二食堂,2019-04-11 07_6
180591-女,2018591,0.6,0,16.7,754,消费,第二食堂,2019-04-10 09_9
183644-女,20183644,4,0,103.31,364,消费,第五食堂,2019-04-09 11_11
182304-女,20182304,4.1,0,122.5,480,消费,第五食堂,2019-04-10 07_7
183924-女,20183924,4,0,20.7,645,消费,好利来食品店,2019-04-23 09_6
181852-女,20181852,1,0,114,552,消费,第二食堂,2019-04-09 09_7
182462-女,20182462,10,0,183.4,323,消费,第四食堂,2019-04-03 18_5
180361-女,2018361,0.5,0,68.3,520,消费,第三食堂,2019-04-16 12_7
181070-男,20181070,2,0,52,800,消费,红太阳超市,2019-04-03 17_8
180236-男,2018236,1.5,0,129.6,460,消费,第五食堂,2019-04-01 07_8
182338-女,20182338,2,0,27.05,768,消费,第三食堂,2019-04-15 07_7
